system,utt_id,speaker_id,age_band,duration,wer,cer,divergence,substitutions,deletions,insertions,hits,ref_words,hyp_words,speaking_rate
whisper-large-v3,5348024557654494_chunk_6_enhanced,S4259682400341490,control,6.0170208333,0.15384615384615385,0.09836065573770492,0.05548549810844894,2,0,0,11,13,13,2.1605376414942916
whisper-large-v3,5348024557654530_chunk_3_enhanced,S4259278000388808,control,9.663,0.4583333333333333,0.1452991452991453,0.31303418803418803,9,1,1,14,24,24,2.4837007140639553
whisper-large-v3,5348024557654532_chunk_5_enhanced,S4259278000388808,control,9.951,0.16666666666666666,0.064,0.10266666666666666,5,0,0,25,30,30,3.014772384684956
whisper-large-v3,5348024557654541_chunk_12_enhanced,S4259278000388808,control,12.623,0.30303030303030304,0.06944444444444445,0.2335858585858586,9,1,0,23,33,32,2.6142755287966413
whisper-large-v3,5348024557654541_chunk_14_enhanced,S4259278000388808,control,15.6840208333,0.2553191489361702,0.10344827586206896,0.15187087307410124,11,1,0,35,47,46,2.9966805387181417
whisper-large-v3,5348024557654543_chunk_5_enhanced,S4259278000388808,control,9.1880208333,0.21621621621621623,0.061224489795918366,0.15499172642029785,7,1,0,29,37,36,4.026982597373036
whisper-large-v3,5348024557654544_chunk_3_enhanced,S4259278000388808,control,16.9600208333,0.28,0.17209302325581396,0.10790697674418606,6,8,0,36,50,42,2.9481095861526274
whisper-large-v3,5348024557654544_chunk_4_enhanced,S4259278000388808,control,5.953,0.058823529411764705,0.014492753623188406,0.0443307757885763,1,0,0,16,17,17,2.8557030068872837
whisper-large-v3,5348024557654552_chunk_2_enhanced,S4259278000388808,control,5.343,0.2857142857142857,0.1935483870967742,0.09216589861751151,2,2,0,10,14,12,2.620250795433277
whisper-large-v3,5348024557654553_chunk_2_enhanced,S4259278000388808,control,26.455,0.3181818181818182,0.1237785016286645,0.19440331655315368,17,4,0,45,66,62,2.494802494802495
whisper-large-v3,5348024557654554_chunk_4_enhanced,S4259278000388808,control,5.111,0.29411764705882354,0.06097560975609756,0.23314203730272598,5,0,0,12,17,17,3.3261592643318334
whisper-large-v3,5348024557654558_chunk_3_enhanced,S4259278000388808,control,5.2490208333,0.35294117647058826,0.14634146341463414,0.20659971305595412,5,1,0,11,17,16,3.2386992812357143
whisper-large-v3,5348024557654761_chunk_5_enhanced,S4259555300331254,control,5.2740208333,0.1875,0.1,0.0875,2,1,0,13,16,15,3.0337384901812503
whisper-large-v3,5348024557654763_chunk_5_enhanced,S4259555300331254,control,7.9360208333,0.23076923076923078,0.10091743119266056,0.12985179957657023,4,1,1,21,26,26,3.276201076854852
whisper-large-v3,5348024557654765_chunk_2_enhanced,S4259555300331254,control,15.712,1.0,0.9758064516129032,0.024193548387096753,4,24,0,0,28,4,1.7820773930753564
whisper-large-v3,5348024557654773_chunk_2_enhanced,S4259555300331254,control,12.642,0.4090909090909091,0.13440860215053763,0.2746823069403715,14,4,0,26,44,40,3.4804619522227496
whisper-large-v3,5348024557654774_chunk_1_enhanced,S4259555300331254,control,13.0720208333,0.20512820512820512,0.04819277108433735,0.15693543404386778,5,1,2,33,39,40,2.9834713773290815
whisper-large-v3,5348024557654774_chunk_5_enhanced,S4259555300331254,control,12.9260208333,0.275,0.10285714285714286,0.17214285714285715,7,4,0,29,40,36,3.094533152611981
whisper-large-v3,5348024557654777_chunk_2_enhanced,S4259555300331254,control,8.183,0.22727272727272727,0.052083333333333336,0.17518939393939392,5,0,0,17,22,22,2.688500549920567
whisper-large-v3,5348024557654788_chunk_12_enhanced,S4259555300331254,control,6.591,0.16666666666666666,0.13095238095238096,0.0357142857142857,0,3,0,15,18,15,2.7309968138370504
whisper-large-v3,5348024557654789_chunk_9_enhanced,S4259555300331254,control,12.2560208333,0.9117647058823529,0.920863309352518,-0.009098603470165112,0,31,0,3,34,3,2.7741467204119723
whisper-large-v3,5348024557654896_chunk_2_enhanced,S4258309900342522,control,11.68,0.2413793103448276,0.047244094488188976,0.19413521585663862,6,0,1,23,29,30,2.482876712328767
whisper-large-v3,5348024557654897_chunk_3_enhanced,S4258309900342522,control,10.667,0.25806451612903225,0.12857142857142856,0.1294930875576037,6,2,0,23,31,29,2.906159182525546
whisper-large-v3,5348024557654898_chunk_5_enhanced,S4258309900342522,control,6.112,0.0,0.0,0.0,0,0,0,17,17,17,2.781413612565445
whisper-large-v3,5348024557654899_chunk_4_enhanced,S4258309900342522,control,15.234,0.21428571428571427,0.05319148936170213,0.16109422492401215,8,1,0,33,42,41,2.7569909413154785
whisper-large-v3,5348024557654900_chunk_9_enhanced,S4258309900342522,control,5.056,0.125,0.03125,0.09375,2,0,0,14,16,16,3.1645569620253164
whisper-large-v3,5348024557654902_chunk_2_enhanced,S4258309900342522,control,17.2490208333,0.14583333333333334,0.03619909502262444,0.1096342383107089,7,0,0,41,48,48,2.7827666546343237
whisper-large-v3,5348024557654907_chunk_3_enhanced,S4258309900342522,control,10.8170208333,0.2413793103448276,0.061068702290076333,0.18031060805475127,5,0,2,24,29,31,2.6809599839841325
whisper-large-v3,5348024557654908_chunk_5_enhanced,S4258309900342522,control,7.1670208333,0.4090909090909091,0.1368421052631579,0.2722488038277512,6,3,0,13,22,19,3.0696157457477726
whisper-large-v3,5348024557654925_chunk_1_enhanced,S4257501400381618,control,6.4960208333,0.5384615384615384,0.18032786885245902,0.35813366960907944,6,1,0,6,13,12,2.0012251089712034
whisper-large-v3,5348024557654946_chunk_1_enhanced,S4257501400381618,control,3.903,0.3333333333333333,0.1282051282051282,0.20512820512820512,2,0,1,7,9,10,2.3059185242121445
whisper-large-v3,5348024557654963_chunk_2_enhanced,S4257501400381618,control,7.457,0.25,0.1095890410958904,0.1404109589041096,4,0,0,12,16,16,2.1456349738500737
whisper-large-v3,5348024557654965_chunk_2_enhanced,S4257501400381618,control,9.2800208333,0.4,0.1206896551724138,0.2793103448275862,8,0,0,12,20,20,2.155167575511568
whisper-large-v3,5348024557654968_chunk_7_enhanced,S4257501400381618,control,10.818,0.25806451612903225,0.04316546762589928,0.21489904850313296,6,2,0,23,31,29,2.8655943797374746
whisper-large-v3,5348024557654968_chunk_9_enhanced,S4257501400381618,control,13.549,0.3170731707317073,0.06741573033707865,0.24965744039462867,10,3,0,28,41,38,3.0260535832902797
whisper-large-v3,5348024557654972_chunk_10_enhanced,S4257501400381618,control,15.5230208333,0.2391304347826087,0.1,0.1391304347826087,7,4,0,35,46,42,2.963340737217897
whisper-large-v3,5348024557654972_chunk_1_enhanced,S4257501400381618,control,13.5260208333,0.5384615384615384,0.21678321678321677,0.32167832167832167,12,1,1,13,26,26,1.9222209044651213
whisper-large-v3,5348024557655596_chunk_1_enhanced,S4259423000359609,control,2.9940208333,0.625,0.14285714285714285,0.48214285714285715,4,1,0,3,8,7,2.6719920953864658
whisper-large-v3,5348024557655602_chunk_1_enhanced,S4259423000359609,control,14.4710208333,0.6785714285714286,0.5118110236220472,0.16676040494938138,8,10,1,10,28,19,1.934901505743657
whisper-large-v3,5348024557655616_chunk_10_enhanced,S4259423000359609,control,6.2450208333,0.3181818181818182,0.10869565217391304,0.20948616600790515,7,0,0,15,22,22,3.5228065025324726
whisper-large-v3,5348024557655616_chunk_11_enhanced,S4259423000359609,control,6.4020208333,0.1111111111111111,0.045454545454545456,0.06565656565656565,2,0,0,16,18,18,2.81161221881274
whisper-large-v3,5348024557655616_chunk_3_enhanced,S4259423000359609,control,7.1680208333,0.2777777777777778,0.10526315789473684,0.17251461988304095,4,0,1,14,18,19,2.5111534157906727
whisper-large-v3,5348024557655617_chunk_5_enhanced,S4259423000359609,control,5.3200208333,0.375,0.15151515151515152,0.22348484848484848,4,2,0,10,16,14,3.007507019493235
whisper-large-v3,5348024557655626_chunk_12_enhanced,S4259423000359609,control,10.048,0.38461538461538464,0.07207207207207207,0.3125433125433126,7,3,0,16,26,23,2.587579617834395
whisper-large-v3,5348024557655627_chunk_2_enhanced,S4259423000359609,control,8.411,0.22727272727272727,0.11956521739130435,0.10770750988142291,3,2,0,17,22,20,2.6156223992390917
whisper-large-v3,5348024557655628_chunk_3_enhanced,S4259423000359609,control,6.6870208333,0.4166666666666667,0.19642857142857142,0.22023809523809526,6,3,1,15,24,22,3.5890422055341737
whisper-large-v3,5348024557655630_chunk_5_enhanced,S4259423000359609,control,2.6740208333,0.1111111111111111,0.03125,0.0798611111111111,1,0,0,8,9,9,3.3657179809228075
whisper-large-v3,5348024557655632_chunk_3_enhanced,S4259423000359609,control,7.935,0.1111111111111111,0.07339449541284404,0.037716615698267064,2,1,0,24,27,26,3.402646502835539
whisper-large-v3,5348024557655632_chunk_6_enhanced,S4259423000359609,control,9.3760208333,0.2857142857142857,0.1885245901639344,0.09718969555035128,2,6,0,20,28,22,2.986341487270893
whisper-large-v3,5348024557655635_chunk_4_enhanced,S4259423000359609,control,5.211,0.17647058823529413,0.06172839506172839,0.11474219317356574,2,1,0,14,17,16,3.2623296872001535
whisper-large-v3,5348024557655639_chunk_1_enhanced,S4259423000359609,control,5.9190208333,0.6363636363636364,0.14492753623188406,0.4914361001317523,7,0,0,4,11,11,1.8584154896219935
whisper-large-v3,5348024557655639_chunk_4_enhanced,S4259423000359609,control,12.153,0.48,0.3220338983050847,0.15796610169491526,7,5,0,13,25,20,2.0571052415041553
whisper-large-v3,5348024557655644_chunk_4_enhanced,S4259423000359609,control,13.124,0.5,0.294478527607362,0.20552147239263802,10,5,0,15,30,25,2.285888448643706
whisper-large-v3,5348024557655657_chunk_1_enhanced,S4257745400388353,60+,6.32,0.5384615384615384,0.22388059701492538,0.3145809414466131,6,1,0,6,13,12,2.0569620253164556
whisper-large-v3,5348024557655660_chunk_1_enhanced,S4257745400388353,60+,13.1190208333,0.7307692307692307,0.5098039215686274,0.2209653092006033,5,14,0,7,26,12,1.981855226115978
whisper-large-v3,5348024557655660_chunk_2_enhanced,S4257745400388353,60+,9.4090208333,0.18181818181818182,0.05102040816326531,0.13079777365491652,4,0,0,18,22,22,2.3381816652098966
whisper-large-v3,5348024557655667_chunk_1_enhanced,S4257745400388353,60+,1.0060208333,1.0,1.0,0.0,1,0,0,0,1,1,0.9940152001820378
whisper-large-v3,5348024557655675_chunk_1_enhanced,S4257745400388353,60+,26.9280208333,0.08064516129032258,0.024475524475524476,0.0561696368147981,3,0,2,59,62,64,2.302434344648491
whisper-large-v3,5348024557655675_chunk_2_enhanced,S4257745400388353,60+,27.723,0.2903225806451613,0.09025270758122744,0.20006987306393387,16,1,1,45,62,62,2.236410200916207
whisper-large-v3,5348024557655675_chunk_4_enhanced,S4257745400388353,60+,29.9870208333,0.2361111111111111,0.13183279742765272,0.10427831368345838,12,4,1,56,72,69,2.4010387827538175
whisper-large-v3,5348024557655675_chunk_5_enhanced,S4257745400388353,60+,28.012,0.5084745762711864,0.13636363636363635,0.37211093990755006,25,1,4,33,59,62,2.106240182778809
whisper-large-v3,5348024557655677_chunk_2_enhanced,S4257745400388353,60+,11.591,0.17142857142857143,0.041379310344827586,0.13004926108374384,4,1,1,30,35,35,3.0195841601242344
whisper-large-v3,5348024557655677_chunk_4_enhanced,S4257745400388353,60+,19.407,0.18055555555555555,0.07042253521126761,0.11013302034428794,10,3,0,59,72,69,3.7100015458339772
whisper-large-v3,5348024557655678_chunk_2_enhanced,S4257745400388353,60+,8.3900208333,0.1875,0.07407407407407407,0.11342592592592593,6,0,0,26,32,32,3.814054891615045
whisper-large-v3,5348024557655678_chunk_3_enhanced,S4257745400388353,60+,14.091,0.2857142857142857,0.09174311926605505,0.19397116644823065,13,0,1,36,49,50,3.477396920019871
whisper-large-v3,5348024557655678_chunk_5_enhanced,S4257745400388353,60+,16.6400208333,0.2727272727272727,0.09417040358744394,0.17855686913982877,13,2,0,40,55,53,3.3052843233185163
whisper-large-v3,5348024557655683_chunk_1_enhanced,S4257745400388353,60+,5.2350208333,1.0,0.3170731707317073,0.6829268292682926,5,0,0,0,5,5,0.9551060366741941
whisper-large-v3,5348024557655684_chunk_1_enhanced,S4257745400388353,60+,5.7580208333,1.0,0.9347826086956522,0.06521739130434778,6,0,0,0,6,6,1.0420247119115265
whisper-large-v3,5348024557655689_chunk_2_enhanced,S4257745400388353,60+,8.8000208333,0.3181818181818182,0.1262135922330097,0.19196822594880847,6,0,1,16,22,23,2.4999940814628756
whisper-large-v3,5348024557655689_chunk_3_enhanced,S4257745400388353,60+,11.2960208333,0.25925925925925924,0.06837606837606838,0.19088319088319086,6,0,1,21,27,28,2.3902222205898913
whisper-large-v3,5348024557655689_chunk_5_enhanced,S4257745400388353,60+,14.484,0.32432432432432434,0.16774193548387098,0.15658238884045336,9,3,0,25,37,34,2.554542943938139
whisper-large-v3,5348024557655690_chunk_1_enhanced,S4257745400388353,60+,8.127,0.0,0.0,0.0,0,0,0,21,21,21,2.5839793281653747
whisper-large-v3,5348024557655690_chunk_3_enhanced,S4257745400388353,60+,9.7600208333,0.21739130434782608,0.07,0.14739130434782607,3,1,1,19,23,23,2.356552346848155
whisper-large-v3,5348024557655690_chunk_5_enhanced,S4257745400388353,60+,9.7590208333,0.125,0.050359712230215826,0.07464028776978418,4,0,0,28,32,32,3.2790174902392586
whisper-large-v3,5348024557655690_chunk_6_enhanced,S4257745400388353,60+,6.976,0.3157894736842105,0.1411764705882353,0.17461300309597522,5,1,0,13,19,18,2.7236238532110093
whisper-large-v3,5348024557655690_chunk_7_enhanced,S4257745400388353,60+,6.4970208333,0.1111111111111111,0.07317073170731707,0.037940379403794036,2,0,0,16,18,18,2.7705005820117323
whisper-large-v3,5348024557655690_chunk_8_enhanced,S4257745400388353,60+,7.8400208333,0.2727272727272727,0.1111111111111111,0.1616161616161616,6,0,0,16,22,22,2.806114992265884
whisper-large-v3,5348024557655690_chunk_9_enhanced,S4257745400388353,60+,6.304,0.11764705882352941,0.05128205128205128,0.06636500754147813,2,0,0,15,17,17,2.696700507614213
whisper-large-v3,5348024557655692_chunk_3_enhanced,S4257745400388353,60+,21.5480208333,0.18032786885245902,0.036101083032490974,0.14422678581996806,9,1,1,51,61,61,2.8308864406577645
whisper-large-v3,5348024557655692_chunk_4_enhanced,S4257745400388353,60+,15.0170208333,0.40476190476190477,0.1497326203208556,0.25502928444104916,16,1,0,25,42,41,2.7968263789623093
whisper-large-v3,5348024557655693_chunk_1_enhanced,S4257745400388353,60+,10.5280208333,0.35714285714285715,0.104,0.25314285714285717,8,1,1,19,28,28,2.6595692052048707
whisper-large-v3,5348024557655695_chunk_3_enhanced,S4257745400388353,60+,16.552,0.15555555555555556,0.06770833333333333,0.08784722222222223,7,0,0,38,45,45,2.7187046882551957
whisper-large-v3,5348024557655697_chunk_1_enhanced,S4257745400388353,60+,10.8160208333,0.3076923076923077,0.06896551724137931,0.2387267904509284,6,0,2,20,26,28,2.4038415236731128
whisper-large-v3,5348024557655697_chunk_2_enhanced,S4257745400388353,60+,19.841,0.13333333333333333,0.050761421319796954,0.08257191201353638,4,2,0,39,45,43,2.268030845219495
whisper-large-v3,5348024557655700_chunk_10_enhanced,S4257745400388353,60+,6.2080208333,0.15,0.022988505747126436,0.12701149425287356,2,1,0,17,20,19,3.2216386731048696
whisper-large-v3,5348024557655700_chunk_14_enhanced,S4257745400388353,60+,10.0460208333,0.25,0.06569343065693431,0.1843065693430657,7,0,1,25,32,33,3.185340796221341
whisper-large-v3,5348024557655700_chunk_2_enhanced,S4257745400388353,60+,7.4560208333,0.21739130434782608,0.058823529411764705,0.1585677749360614,3,0,2,20,23,25,3.0847553291800964
whisper-large-v3,5348024557655700_chunk_3_enhanced,S4257745400388353,60+,4.794,0.26666666666666666,0.08333333333333333,0.18333333333333335,3,1,0,11,15,14,3.128911138923655
whisper-large-v3,5348024557655700_chunk_4_enhanced,S4257745400388353,60+,8.9930208333,0.3225806451612903,0.125,0.1975806451612903,5,5,0,21,31,26,3.4471175564512193
whisper-large-v3,5348024557655700_chunk_5_enhanced,S4257745400388353,60+,7.073,0.1875,0.10294117647058823,0.08455882352941177,2,1,0,13,16,15,2.2621235684999292
whisper-large-v3,5348024557655700_chunk_6_enhanced,S4257745400388353,60+,6.018,0.4117647058823529,0.0975609756097561,0.31420373027259685,6,1,0,10,17,16,2.824858757062147
whisper-large-v3,5348024557655700_chunk_9_enhanced,S4257745400388353,60+,6.3990208333,0.42857142857142855,0.19767441860465115,0.2308970099667774,6,3,0,12,21,18,3.281752090994556
whisper-large-v3,5348024557655702_chunk_12_enhanced,S4257745400388353,60+,13.503,0.2558139534883721,0.07222222222222222,0.1835917312661499,11,0,0,32,43,43,3.1844775235132934
whisper-large-v3,5348024557655702_chunk_1_enhanced,S4257745400388353,60+,13.7910208333,0.24324324324324326,0.05747126436781609,0.18577197887542718,9,0,0,28,37,37,2.682905090728256
whisper-large-v3,5348024557655702_chunk_2_enhanced,S4257745400388353,60+,6.8800208333,0.25,0.07058823529411765,0.17941176470588235,5,0,0,15,20,20,2.9069679416082534
whisper-large-v3,5348024557655702_chunk_3_enhanced,S4257745400388353,60+,6.976,0.13636363636363635,0.031578947368421054,0.1047846889952153,3,0,0,19,22,22,3.153669724770642
whisper-large-v3,5348024557655702_chunk_5_enhanced,S4257745400388353,60+,10.625,0.1935483870967742,0.06293706293706294,0.13061132415971125,6,0,0,25,31,31,2.9176470588235293
whisper-large-v3,5348024557655702_chunk_6_enhanced,S4257745400388353,60+,5.152,0.25,0.1,0.15,3,1,0,12,16,15,3.1055900621118013
whisper-large-v3,5348024557655702_chunk_8_enhanced,S4257745400388353,60+,9.4700208333,0.22580645161290322,0.05084745762711865,0.17495899398578457,6,1,0,24,31,30,3.273488046720325
whisper-large-v3,5348024557655900_chunk_3_enhanced,S4259898000375946,control,10.8630208333,0.3157894736842105,0.12987012987012986,0.18591934381408065,5,1,0,13,19,18,1.749053075711365
whisper-large-v3,5348024557655905_chunk_2_enhanced,S4259898000375946,control,2.848,1.0,1.0,0.0,1,6,0,0,7,1,2.457865168539326
whisper-large-v3,5348024557655909_chunk_1_enhanced,S4259898000375946,control,3.5200208333,0.2222222222222222,0.08333333333333333,0.1388888888888889,2,0,0,7,9,9,2.556803049248589
whisper-large-v3,5348024557655910_chunk_2_enhanced,S4259898000375946,control,3.806,0.3333333333333333,0.09523809523809523,0.23809523809523808,1,0,0,2,3,3,0.7882291119285338
whisper-large-v3,5348024557655912_chunk_10_enhanced,S4259898000375946,control,8.032,0.11764705882352941,0.027777777777777776,0.08986928104575163,2,0,0,15,17,17,2.116533864541833
whisper-large-v3,5348024557655915_chunk_4_enhanced,S4259898000375946,control,12.0860208333,0.19047619047619047,0.08333333333333333,0.10714285714285714,4,0,0,17,21,21,1.737544580606693
whisper-large-v3,5348024557655920_chunk_1_enhanced,S4259898000375946,control,7.3600208333,0.4117647058823529,0.2808988764044944,0.13086582947785852,2,5,0,10,17,12,2.3097760706171453
whisper-large-v3,5348024557656132_chunk_13_enhanced,S4257191700343246,control,9.552,0.13043478260869565,0.029411764705882353,0.10102301790281329,3,0,0,20,23,23,2.4078726968174204
whisper-large-v3,5348024557656137_chunk_3_enhanced,S4257191700343246,control,4.623,0.0,0.0,0.0,0,0,0,4,4,4,0.8652390222799048
whisper-large-v3,5348024557656139_chunk_1_enhanced,S4257191700343246,control,11.304,0.42857142857142855,0.12987012987012986,0.2987012987012987,6,0,0,8,14,14,1.2384996461429583
whisper-large-v3,5348024557656140_chunk_2_enhanced,S4257191700343246,control,2.3690208333,0.5,0.09523809523809523,0.40476190476190477,1,0,0,1,2,2,0.8442306508609462
whisper-large-v3,5348024557656163_chunk_1_enhanced,S4257026800330972,control,8.1940208333,0.3333333333333333,0.2638888888888889,0.06944444444444442,2,2,1,11,15,14,1.830603107456222
whisper-large-v3,5348024557656178_chunk_1_enhanced,S4257026800330972,control,12.3360208333,0.9047619047619048,0.7341772151898734,0.17058468957203132,7,12,0,2,21,9,1.7023317554160053
whisper-large-v3,5348024557656205_chunk_1_enhanced,S4257026800330972,control,13.0240208333,0.10344827586206896,0.01935483870967742,0.08409343715239154,3,0,0,26,29,29,2.226654914882537
whisper-large-v3,5348024557656210_chunk_2_enhanced,S4257026800330972,control,3.042,0.4,0.14814814814814814,0.2518518518518519,2,0,0,3,5,5,1.643655489809336
whisper-large-v3,5348024557656210_chunk_4_enhanced,S4257026800330972,control,8.704,0.34782608695652173,0.1553398058252427,0.19248628113127902,8,0,0,15,23,23,2.6424632352941173
whisper-large-v3,5348024557656219_chunk_8_enhanced,S4257026800330972,control,9.3780208333,0.18181818181818182,0.09649122807017543,0.08532695374800639,3,1,0,18,22,21,2.3459107620961097
whisper-large-v3,5348024557656221_chunk_11_enhanced,S4257026800330972,control,5.4390208333,0.3076923076923077,0.13793103448275862,0.1697612732095491,3,1,0,9,13,12,2.3901360922187442
whisper-large-v3,5348024557656221_chunk_4_enhanced,S4257026800330972,control,6.6880208333,0.2727272727272727,0.11864406779661017,0.15408320493066252,2,0,1,9,11,12,1.6447317187216932
whisper-large-v3,5348024557656499_chunk_2_enhanced,S4258929200326891,control,20.1300208333,0.19047619047619047,0.10101010101010101,0.08946608946608946,7,3,2,53,63,62,3.129653989020345
whisper-large-v3,5348024557656503_chunk_4_enhanced,S4258929200326891,control,18.4970208333,0.3333333333333333,0.10465116279069768,0.22868217054263562,12,0,0,24,36,36,1.946259363842504
whisper-large-v3,5348024557656809_chunk_1_enhanced,S4258293900387088,control,8.3290208333,0.9583333333333334,0.704,0.2543333333333334,14,9,0,1,24,15,2.8814911716928773
whisper-large-v3,5348024557656826_chunk_3_enhanced,S4258293900387088,control,12.7050208333,0.3333333333333333,0.09523809523809523,0.23809523809523808,11,0,1,25,36,37,2.8335254599223956
whisper-large-v3,5348024557656826_chunk_4_enhanced,S4258293900387088,control,10.042,0.2,0.0763888888888889,0.12361111111111112,6,0,0,24,30,30,2.9874526986656047
whisper-large-v3,5348024557656831_chunk_1_enhanced,S4259976100308005,control,1.101,1.0,0.5,0.5,1,0,0,0,1,1,0.9082652134423251
whisper-large-v3,5348024557656837_chunk_4_enhanced,S4258293900387088,control,9.1490208333,0.1724137931034483,0.05343511450381679,0.11897867859963149,4,1,0,24,29,28,3.1697381095086943
whisper-large-v3,5348024557656837_chunk_5_enhanced,S4258293900387088,control,8.222,0.2,0.11504424778761062,0.0849557522123894,5,0,0,20,25,25,3.0406227195329607
whisper-large-v3,5348024557656839_chunk_1_enhanced,S4258293900387088,control,12.3140208333,0.0975609756097561,0.034482758620689655,0.06307821698906645,4,0,0,37,41,41,3.3295379758597115
whisper-large-v3,5348024557656840_chunk_1_enhanced,S4258293900387088,control,5.9180208333,0.2,0.061224489795918366,0.13877551020408163,2,0,0,8,10,10,1.689754105583946
whisper-large-v3,5348024557656840_chunk_2_enhanced,S4258293900387088,control,18.2080208333,0.25,0.1111111111111111,0.1388888888888889,10,0,1,34,44,45,2.4165174459560133
whisper-large-v3,5348024557656841_chunk_9_enhanced,S4259976100308005,control,2.6890208333,0.375,0.11764705882352941,0.25735294117647056,3,0,0,5,8,8,2.975060624644659
whisper-large-v3,5348024557656844_chunk_4_enhanced,S4259976100308005,control,9.6640208333,0.07692307692307693,0.009009009009009009,0.06791406791406791,1,0,1,25,26,27,2.690391551145043
whisper-large-v3,5348024557656848_chunk_1_enhanced,S4259976100308005,control,3.135,0.8,0.65,0.15000000000000002,2,2,0,1,5,3,1.594896331738437
whisper-large-v3,5348024557656855_chunk_4_enhanced,S4258293900387088,control,5.1640208333,0.16666666666666666,0.03508771929824561,0.13157894736842105,2,0,0,10,12,12,2.323770640625312
whisper-large-v3,5348024557656857_chunk_1_enhanced,S4258293900387088,control,10.548,0.2,0.07692307692307693,0.12307692307692308,5,0,0,20,25,25,2.370117557830868
whisper-large-v3,5348024557656858_chunk_8_enhanced,S4258293900387088,control,5.9880208333,0.29411764705882354,0.12162162162162163,0.1724960254372019,5,0,0,12,17,17,2.839001478662407
whisper-large-v3,5348024557656861_chunk_2_enhanced,S4258293900387088,control,5.5370208333,0.4166666666666667,0.15,0.2666666666666667,5,0,0,7,12,12,2.167230422510103
whisper-large-v3,5348024557656862_chunk_5_enhanced,S4259976100308005,control,9.1960208333,0.16666666666666666,0.05263157894736842,0.11403508771929824,3,0,0,15,18,18,1.957368336402592
whisper-large-v3,5348024557656872_chunk_3_enhanced,S4259976100308005,control,14.5470208333,0.08333333333333333,0.0392156862745098,0.044117647058823525,2,0,0,22,24,24,1.6498223433530057
whisper-large-v3,5348024557656878_chunk_1_enhanced,S4259976100308005,control,13.502,0.29411764705882354,0.10759493670886076,0.18652271034996276,8,1,1,25,34,34,2.518145459931862
whisper-large-v3,5348024557656878_chunk_4_enhanced,S4259976100308005,control,8.512,0.09090909090909091,0.0297029702970297,0.06120612061206121,2,0,0,20,22,22,2.584586466165413
whisper-large-v3,5348024557657056_chunk_1_enhanced,S4259235000396470,control,2.262,0.8,0.3,0.5,4,0,0,1,5,5,2.2104332449160036
whisper-large-v3,5348024557657064_chunk_3_enhanced,S4259235000396470,control,8.3200208333,0.3548387096774194,0.13740458015267176,0.2174341295247476,10,1,0,20,31,30,3.7259522086682515
whisper-large-v3,5348024557657064_chunk_5_enhanced,S4259235000396470,control,12.4490208333,0.34285714285714286,0.12578616352201258,0.21707097933513028,11,1,0,23,35,34,2.8114660959019506
whisper-large-v3,5348024557657154_chunk_1_enhanced,S4258165300369904,control,16.6710208333,0.08695652173913043,0.024630541871921183,0.06232597986720925,4,0,0,42,46,46,2.75927913833063
whisper-large-v3,5348024557657158_chunk_4_enhanced,S4258165300369904,control,16.0000208333,0.4473684210526316,0.14516129032258066,0.3022071307300509,16,0,1,22,38,39,2.374996907561058
whisper-large-v3,5348024557657664_chunk_1_enhanced,S4258049600362784,control,4.183,0.125,0.027777777777777776,0.09722222222222222,1,0,0,7,8,8,1.9125029882859192
whisper-large-v3,5348024557657689_chunk_1_enhanced,S4258049600362784,control,4.8640208333,0.4117647058823529,0.1267605633802817,0.28500414250207123,7,0,0,10,17,17,3.4950508196048027
whisper-large-v3,5348024557657702_chunk_10_enhanced,S4258049600362784,control,12.641,0.38235294117647056,0.09090909090909091,0.2914438502673796,12,1,0,21,34,33,2.6896606281148645
whisper-large-v3,5348024557657703_chunk_2_enhanced,S4258049600362784,control,8.314,0.21739130434782608,0.07,0.14739130434782607,5,0,0,18,23,23,2.7664180899687274
whisper-large-v3,5348024557657710_chunk_2_enhanced,S4258049600362784,control,19.2970208333,0.23255813953488372,0.07234042553191489,0.16021771400296883,9,1,0,33,43,42,2.2283232407458895
whisper-large-v3,5348024557657715_chunk_13_enhanced,S4258049600362784,control,8.031,0.21052631578947367,0.047058823529411764,0.1634674922600619,4,0,0,15,19,19,2.3658323994521226
whisper-large-v3,5348024557657715_chunk_14_enhanced,S4258049600362784,control,15.615,0.5,0.13291139240506328,0.3670886075949367,15,0,2,19,34,36,2.1773935318603908
whisper-large-v3,5348024557657960_chunk_16_enhanced,S4258214800384862,control,15.8050208333,0.36666666666666664,0.1357142857142857,0.23095238095238094,8,3,0,19,30,27,1.8981310000422293
whisper-large-v3,5348024557657960_chunk_17_enhanced,S4258214800384862,control,10.2390208333,0.2777777777777778,0.0989010989010989,0.1788766788766789,5,0,0,13,18,18,1.7579806011781172
whisper-large-v3,5348024557657960_chunk_18_enhanced,S4258214800384862,control,7.2450208333,0.5384615384615384,0.16,0.3784615384615384,6,0,1,7,13,14,1.794335765088296
whisper-large-v3,5348024557657960_chunk_5_enhanced,S4258214800384862,control,10.432,0.25,0.17525773195876287,0.07474226804123713,4,1,0,15,20,19,1.9171779141104295
whisper-large-v3,5348024557657961_chunk_8_enhanced,S4258214800384862,control,17.1890208333,0.3888888888888889,0.14012738853503184,0.24876150035385705,14,0,0,22,36,36,2.094360135410262
